Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	Pfam	PF01607	Chitin binding Peritrophin-A domain	200	248	7.5E-5	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	ProSiteProfiles	PS50940	Chitin-binding type-2 domain profile.	268	324	7.685	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	ProSiteProfiles	PS50940	Chitin-binding type-2 domain profile.	125	182	8.89	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	SMART	SM00494		198	256	3.0	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	SMART	SM00494		126	185	1.7	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	SMART	SM00494		55	109	4.5	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	SMART	SM00494		269	327	24.0	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	SUPERFAMILY	SSF57625		195	255	1.86E-6	T	31-10-2018	IPR036508	Chitin binding domain superfamily	GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	ProSiteProfiles	PS50940	Chitin-binding type-2 domain profile.	54	109	8.205	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU08717.1	bba50fdff97efcfcd654510d9342c6cb	327	ProSiteProfiles	PS50940	Chitin-binding type-2 domain profile.	197	253	9.702	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	PANTHER	PTHR22906:SF11		235	471	5.9E-19	T	31-10-2018
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	PANTHER	PTHR22906:SF11		48	154	5.9E-19	T	31-10-2018
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	ProSiteProfiles	PS50092	Thrombospondin type-1 (TSP1) repeat profile.	407	461	11.136	T	31-10-2018	IPR000884	Thrombospondin type-1 (TSP1) repeat		
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	Pfam	PF00090	Thrombospondin type 1 domain	411	460	9.5E-8	T	31-10-2018	IPR000884	Thrombospondin type-1 (TSP1) repeat		
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	MobiDBLite	mobidb-lite	consensus disorder prediction	174	287	-	T	31-10-2018
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	Gene3D	G3DSA:2.20.100.10		405	461	1.5E-11	T	31-10-2018	IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily		
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	SUPERFAMILY	SSF82895		406	460	3.4E-11	T	31-10-2018	IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily		
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	SMART	SM00209		410	461	2.3E-8	T	31-10-2018	IPR000884	Thrombospondin type-1 (TSP1) repeat		
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	PANTHER	PTHR22906		235	471	5.9E-19	T	31-10-2018
Capitella_teleta_CTE|ELU14114.1	0cc14b8439e774c4cbe4bb967743ce7a	537	PANTHER	PTHR22906		48	154	5.9E-19	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	ProSiteProfiles	PS50923	Sushi/CCP/SCR domain profile.	2	67	6.2	T	31-10-2018	IPR000436	Sushi/SCR/CCP domain		
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	PANTHER	PTHR19325:SF472		4	375	2.0E-24	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	Gene3D	G3DSA:2.10.70.10		256	317	1.7E-9	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	ProSiteProfiles	PS50923	Sushi/CCP/SCR domain profile.	137	195	7.049	T	31-10-2018	IPR000436	Sushi/SCR/CCP domain		
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	ProSiteProfiles	PS50923	Sushi/CCP/SCR domain profile.	256	315	8.966	T	31-10-2018	IPR000436	Sushi/SCR/CCP domain		
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	PANTHER	PTHR19325		4	375	2.0E-24	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	Gene3D	G3DSA:2.10.70.10		140	201	5.8E-8	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	ProSiteProfiles	PS50940	Chitin-binding type-2 domain profile.	18	74	8.941	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	Gene3D	G3DSA:2.10.70.10		318	377	1.4E-7	T	31-10-2018
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	SUPERFAMILY	SSF57625		18	72	1.39E-5	T	31-10-2018	IPR036508	Chitin binding domain superfamily	GO:0006030|GO:0008061	Reactome: R-HSA-189085
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	SUPERFAMILY	SSF57535		257	324	1.75E-10	T	31-10-2018	IPR035976	Sushi/SCR/CCP superfamily		
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	ProSiteProfiles	PS50923	Sushi/CCP/SCR domain profile.	316	377	8.51	T	31-10-2018	IPR000436	Sushi/SCR/CCP domain		
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	Pfam	PF01607	Chitin binding Peritrophin-A domain	21	70	2.5E-5	T	31-10-2018	IPR002557	Chitin binding domain	GO:0005576|GO:0006030|GO:0008061	Reactome: R-HSA-189085
Lamellibrachia_luymsi_proteins_LLU|FUN_018616-T1	5deb1c4e2879943cbf96ca3a4c112de8	402	SUPERFAMILY	SSF57535		317	377	1.24E-8	T	31-10-2018	IPR035976	Sushi/SCR/CCP superfamily		
