Bathymodiolus_platifrons_BPL|Bpl_scaf_31349-1.7	927c07bd549535540022b5021cd1741f	324	PANTHER	PTHR20956		1	296	1.7E-80	T	31-10-2018
Bathymodiolus_platifrons_BPL|Bpl_scaf_31349-1.7	927c07bd549535540022b5021cd1741f	324	Pfam	PF10551	MULE transposase domain	20	116	6.5E-10	T	31-10-2018	IPR018289	MULE transposase domain		
Bathymodiolus_platifrons_BPL|Bpl_scaf_31349-1.7	927c07bd549535540022b5021cd1741f	324	PANTHER	PTHR20956:SF3		1	296	1.7E-80	T	31-10-2018
Bathymodiolus_platifrons_BPL|Bpl_scaf_31349-1.7	927c07bd549535540022b5021cd1741f	324	Coils	Coil		279	299	-	T	31-10-2018
Biomphalaria_glabrata_BGL|XP_013082620.1	f6dbea68a8483f13fa7d9fdd6c81ff34	138	PANTHER	PTHR20956		105	138	2.1E-24	T	31-10-2018
Biomphalaria_glabrata_BGL|XP_013082620.1	f6dbea68a8483f13fa7d9fdd6c81ff34	138	PANTHER	PTHR20956		37	90	2.1E-24	T	31-10-2018
Biomphalaria_glabrata_BGL|XP_013082620.1	f6dbea68a8483f13fa7d9fdd6c81ff34	138	PANTHER	PTHR20956		1	22	2.1E-24	T	31-10-2018
Biomphalaria_glabrata_BGL|XP_013082620.1	f6dbea68a8483f13fa7d9fdd6c81ff34	138	PANTHER	PTHR20956:SF3		37	90	2.1E-24	T	31-10-2018
Biomphalaria_glabrata_BGL|XP_013082620.1	f6dbea68a8483f13fa7d9fdd6c81ff34	138	PANTHER	PTHR20956:SF3		1	22	2.1E-24	T	31-10-2018
Biomphalaria_glabrata_BGL|XP_013082620.1	f6dbea68a8483f13fa7d9fdd6c81ff34	138	PANTHER	PTHR20956:SF3		105	138	2.1E-24	T	31-10-2018
Helobdella_robusta_HRO|XP_009024371.1	93564249450d68546c385c7f1bba9614	305	Pfam	PF10551	MULE transposase domain	119	216	8.1E-11	T	31-10-2018	IPR018289	MULE transposase domain		
Helobdella_robusta_HRO|XP_009024371.1	93564249450d68546c385c7f1bba9614	305	PANTHER	PTHR20956		227	273	5.5E-46	T	31-10-2018
