Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	Gene3D	G3DSA:3.40.50.10140		140	272	1.8E-17	T	30-10-2018	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily		
Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	SUPERFAMILY	SSF48371		24	108	4.41E-5	T	30-10-2018	IPR016024	Armadillo-type fold	GO:0005488	
Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	Pfam	PF13676	TIR domain	177	278	2.7E-20	T	30-10-2018	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain	GO:0005515|GO:0007165	
Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	PANTHER	PTHR23097		2	392	5.3E-54	T	30-10-2018
Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	MobiDBLite	mobidb-lite	consensus disorder prediction	150	176	-	T	30-10-2018
Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	PANTHER	PTHR23097:SF145		2	392	5.3E-54	T	30-10-2018
Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	SUPERFAMILY	SSF52200		176	302	1.02E-12	T	30-10-2018	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily		
Macrostomum_lignano_MLI|PAA77390.1	6d7e539cb751668224e9c8ffa61bc986	441	MobiDBLite	mobidb-lite	consensus disorder prediction	311	343	-	T	30-10-2018
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	Gene3D	G3DSA:3.40.50.10140		485	587	3.5E-9	T	30-10-2018	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily		
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	SUPERFAMILY	SSF52200		494	603	5.75E-8	T	30-10-2018	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily		
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	MobiDBLite	mobidb-lite	consensus disorder prediction	38	80	-	T	30-10-2018
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	PANTHER	PTHR23097:SF145		150	743	4.4E-102	T	30-10-2018
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	SUPERFAMILY	SSF47769		669	709	4.26E-6	T	30-10-2018	IPR013761	Sterile alpha motif/pointed domain superfamily		
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	PANTHER	PTHR23097		150	743	4.4E-102	T	30-10-2018
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	Gene3D	G3DSA:1.25.10.10		153	477	2.4E-14	T	30-10-2018	IPR011989	Armadillo-like helical		
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	Pfam	PF13676	TIR domain	494	591	7.6E-14	T	30-10-2018	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain	GO:0005515|GO:0007165	
Capitella_teleta_CTE|ELT99867.1	f09f01f348977a0aecd30ba1cb5d0e23	744	SUPERFAMILY	SSF48371		190	470	1.61E-16	T	30-10-2018	IPR016024	Armadillo-type fold	GO:0005488	
Patinopecten_yessoensis_PYE|PY_T14922	37947e82215356a42dc974d89ea2569c	766	SUPERFAMILY	SSF48371		247	521	2.95E-19	T	30-10-2018	IPR016024	Armadillo-type fold	GO:0005488	
Patinopecten_yessoensis_PYE|PY_T14922	37947e82215356a42dc974d89ea2569c	766	PANTHER	PTHR23097		266	766	3.8E-101	T	30-10-2018
Patinopecten_yessoensis_PYE|PY_T14922	37947e82215356a42dc974d89ea2569c	766	PANTHER	PTHR23097:SF145		266	766	3.8E-101	T	30-10-2018
Patinopecten_yessoensis_PYE|PY_T14922	37947e82215356a42dc974d89ea2569c	766	SUPERFAMILY	SSF52200		534	644	3.14E-9	T	30-10-2018	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily		
