Bathymodiolus_platifrons_BPL|Bpl_scaf_61540-3.24	27ae2ac981c99c39b8ff5c4fa9062591	359	PANTHER	PTHR14647:SF61		14	354	3.8E-86	T	30-10-2018
Bathymodiolus_platifrons_BPL|Bpl_scaf_61540-3.24	27ae2ac981c99c39b8ff5c4fa9062591	359	MobiDBLite	mobidb-lite	consensus disorder prediction	1	20	-	T	30-10-2018
Bathymodiolus_platifrons_BPL|Bpl_scaf_61540-3.24	27ae2ac981c99c39b8ff5c4fa9062591	359	Pfam	PF06990	Galactose-3-O-sulfotransferase	21	308	1.6E-50	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Bathymodiolus_platifrons_BPL|Bpl_scaf_61540-3.24	27ae2ac981c99c39b8ff5c4fa9062591	359	PANTHER	PTHR14647		14	354	3.8E-86	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Lottia_gigantea_LGI|XP_009046297.1	fe387e9b84feba739b639f9331659315	262	Pfam	PF06990	Galactose-3-O-sulfotransferase	1	260	7.8E-37	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Lottia_gigantea_LGI|XP_009046297.1	fe387e9b84feba739b639f9331659315	262	PANTHER	PTHR14647		1	262	5.7E-75	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Lottia_gigantea_LGI|XP_009046297.1	fe387e9b84feba739b639f9331659315	262	SUPERFAMILY	SSF52540		2	159	2.18E-8	T	30-10-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Phoronis_australis_PAU|g14381.t1	929db6f73a1c958760437541d4a13b52	409	SUPERFAMILY	SSF52540		61	165	1.55E-6	T	30-10-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Phoronis_australis_PAU|g14381.t1	929db6f73a1c958760437541d4a13b52	409	Pfam	PF06990	Galactose-3-O-sulfotransferase	59	394	3.9E-72	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Phoronis_australis_PAU|g14381.t1	929db6f73a1c958760437541d4a13b52	409	Coils	Coil		318	338	-	T	30-10-2018
Phoronis_australis_PAU|g14381.t1	929db6f73a1c958760437541d4a13b52	409	Gene3D	G3DSA:3.40.50.300		57	344	1.6E-8	T	30-10-2018
Phoronis_australis_PAU|g14381.t1	929db6f73a1c958760437541d4a13b52	409	PANTHER	PTHR14647		55	394	2.7E-76	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Modiolus_philippinarum_MPH|Mph_scaf_43349-0.2	197f506624cfa8a04494fb3391cdc926	399	SUPERFAMILY	SSF52540		34	169	5.31E-10	T	30-10-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Modiolus_philippinarum_MPH|Mph_scaf_43349-0.2	197f506624cfa8a04494fb3391cdc926	399	Gene3D	G3DSA:3.40.50.300		39	320	1.7E-8	T	30-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_43349-0.2	197f506624cfa8a04494fb3391cdc926	399	PANTHER	PTHR14647:SF61		36	374	6.8E-85	T	30-10-2018
Modiolus_philippinarum_MPH|Mph_scaf_43349-0.2	197f506624cfa8a04494fb3391cdc926	399	Pfam	PF06990	Galactose-3-O-sulfotransferase	38	330	2.1E-39	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Modiolus_philippinarum_MPH|Mph_scaf_43349-0.2	197f506624cfa8a04494fb3391cdc926	399	PANTHER	PTHR14647		36	374	6.8E-85	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Mizuhopecten_yessoensis_MYE|XP_021378119.1	4cd57bd6813abfcc3c0d6b6979ef77fc	407	SUPERFAMILY	SSF52540		72	275	3.95E-6	T	30-10-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
Mizuhopecten_yessoensis_MYE|XP_021378119.1	4cd57bd6813abfcc3c0d6b6979ef77fc	407	Pfam	PF06990	Galactose-3-O-sulfotransferase	71	349	1.6E-52	T	30-10-2018	IPR009729	Galactose-3-O-sulfotransferase	GO:0001733|GO:0005794|GO:0009247|GO:0016021	
Mizuhopecten_yessoensis_MYE|XP_021378119.1	4cd57bd6813abfcc3c0d6b6979ef77fc	407	PANTHER	PTHR14647:SF61		71	400	1.2E-79	T	30-10-2018
